Scenario,Pattern,Text Length,Algorithm,Matches,Build Time (ms),Match Time (ms),Total Time (ms),Memory Used (KB),Structure Nodes,Structure Size (KB)
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),256000,DFA,141,0.235,12.338,12.574,120912.00,19,0.34
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),256000,min-DFA,141,0.687,11.925,12.611,278408.00,16,0.30
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),256000,NFA (with prefilter),141,0.152,28.659,28.811,79640.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),256000,NFA+DFA-cache (with prefilter),141,0.156,25.897,26.053,76864.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),256000,DFA (with prefilter),141,0.292,4.825,5.117,149160.00,38,0.44
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),256000,min-DFA (with prefilter),141,0.786,12.169,12.955,299200.00,35,0.39
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,Aho-Corasick,4,0.030,28.427,28.457,15184.00,23,0.09
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,NFA,4,0.098,222.519,222.617,72080.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,NFA+DFA-cache,4,0.104,254.108,254.212,72080.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,DFA,4,0.307,13.245,13.553,144656.00,23,0.41
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,min-DFA,4,0.945,12.537,13.482,354736.00,21,0.38
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,NFA (with prefilter),4,0.210,20.270,20.480,95248.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,NFA+DFA-cache (with prefilter),4,0.144,6.138,6.282,95160.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,DFA (with prefilter),4,0.342,19.826,20.168,166840.00,46,0.50
Performance - Sparse Matches,(rare|uncommon|infrequent),256000,min-DFA (with prefilter),4,0.952,5.491,6.443,376512.00,44,0.47
Performance - Dense Matches,(a|e|i|o|u),256000,Aho-Corasick,72406,0.019,59.239,59.259,4752.00,6,0.08
Performance - Dense Matches,(a|e|i|o|u),256000,NFA,72406,0.058,388.745,388.803,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),256000,NFA+DFA-cache,72406,0.123,380.626,380.749,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),256000,DFA,72406,0.174,19.002,19.176,45936.00,6,0.14
Performance - Dense Matches,(a|e|i|o|u),256000,min-DFA,72406,0.247,19.998,20.245,58824.00,2,0.10
Performance - Alternation vs Star,(abc|abd|abe)*,256000,NFA,251668,0.081,281.490,281.571,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,256000,NFA+DFA-cache,251668,0.091,340.955,341.046,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,256000,DFA,251668,0.204,30.218,30.422,66592.00,6,0.15
Performance - Alternation vs Star,(abc|abd|abe)*,256000,min-DFA,251668,0.272,29.360,29.632,88880.00,3,0.10
Short Literal - Small Text,abc,2014783,KMP,0,0.000,11.895,11.895,880.00,,
Short Literal - Small Text,abc,2014783,Boyer-Moore,0,0.000,18.246,18.246,6808.00,,
Short Literal - Small Text,abc,2014783,NFA,0,0.069,717.673,717.742,8104.00,6,0.14
Short Literal - Small Text,abc,2014783,NFA+DFA-cache,0,0.045,395.426,395.470,8104.00,6,0.14
Short Literal - Small Text,abc,2014783,DFA,0,0.103,88.678,88.781,17592.00,4,0.10
Short Literal - Small Text,abc,2014783,min-DFA,0,0.152,90.671,90.823,33600.00,4,0.10
Short Literal - Large Text,the,2014783,KMP,30994,0.000,15.826,15.827,3061784.00,,
Short Literal - Large Text,the,2014783,Boyer-Moore,30994,0.000,23.421,23.421,3067304.00,,
Short Literal - Large Text,the,2014783,NFA,30994,0.049,723.291,723.340,8104.00,6,0.14
Short Literal - Large Text,the,2014783,NFA+DFA-cache,30994,0.074,430.749,430.823,8104.00,6,0.14
Short Literal - Large Text,the,2014783,DFA,30994,0.103,90.958,91.061,17592.00,4,0.10
Short Literal - Large Text,the,2014783,min-DFA,30994,0.164,90.661,90.825,33600.00,4,0.10
Long Literal - Small Text,abcdefghijklmnop,2014783,KMP,0,0.000,11.845,11.845,984.00,,
Long Literal - Small Text,abcdefghijklmnop,2014783,Boyer-Moore,0,0.000,5.516,5.516,8224.00,,
Long Literal - Small Text,abcdefghijklmnop,2014783,NFA,0,0.069,704.214,704.283,47336.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,2014783,NFA+DFA-cache,0,0.086,393.727,393.813,47336.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,2014783,DFA,0,0.197,88.335,88.532,95456.00,17,0.30
Long Literal - Small Text,abcdefghijklmnop,2014783,min-DFA,0,0.626,86.544,87.171,238504.00,17,0.30
Long Literal - Large Text,constitution,2014783,KMP,11,0.000,11.139,11.139,10824.00,,
Long Literal - Large Text,constitution,2014783,Boyer-Moore,11,0.000,6.154,6.154,7384.00,,
Long Literal - Large Text,constitution,2014783,NFA,11,0.085,667.863,667.948,32304.00,24,0.52
Long Literal - Large Text,constitution,2014783,NFA+DFA-cache,11,0.072,387.125,387.197,32304.00,24,0.52
Long Literal - Large Text,constitution,2014783,DFA,11,0.157,87.813,87.970,67952.00,13,0.23
Long Literal - Large Text,constitution,2014783,min-DFA,11,0.452,86.152,86.603,181648.00,13,0.23
Simple Regex - Dot,a.c,2014783,NFA,3050,0.041,740.699,740.740,8096.00,6,0.15
Simple Regex - Dot,a.c,2014783,NFA+DFA-cache,3050,0.144,479.159,479.303,8096.00,6,0.15
Simple Regex - Dot,a.c,2014783,DFA,3050,0.093,95.732,95.825,17424.00,4,0.11
Simple Regex - Dot,a.c,2014783,min-DFA,3050,0.154,95.738,95.892,33368.00,4,0.11
Simple Regex - Star,ab*c,2014783,NFA,4495,0.043,811.563,811.606,9872.00,8,0.19
Simple Regex - Star,ab*c,2014783,NFA+DFA-cache,4495,0.055,434.960,435.015,9872.00,8,0.19
Simple Regex - Star,ab*c,2014783,DFA,4495,0.124,89.943,90.067,24872.00,4,0.11
Simple Regex - Star,ab*c,2014783,min-DFA,4495,0.157,88.485,88.642,39464.00,3,0.09
Complex Regex - Alternation,(cat|dog|bird),2014783,Aho-Corasick,481,0.036,86.373,86.409,8032.00,11,0.08
Complex Regex - Alternation,(cat|dog|bird),2014783,NFA,481,0.140,1597.236,1597.376,30816.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),2014783,NFA+DFA-cache,481,0.110,1762.381,1762.491,30816.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),2014783,DFA,481,0.212,92.069,92.280,65992.00,11,0.21
Complex Regex - Alternation,(cat|dog|bird),2014783,min-DFA,481,0.404,89.355,89.758,127432.00,9,0.18
Complex Regex - Alternation,(cat|dog|bird),2014783,NFA (with prefilter),481,0.166,107.896,108.062,44848.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),2014783,NFA+DFA-cache (with prefilter),481,0.142,103.546,103.688,44848.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),2014783,DFA (with prefilter),481,0.268,46.775,47.043,80024.00,22,0.29
Complex Regex - Alternation,(cat|dog|bird),2014783,min-DFA (with prefilter),481,0.415,40.945,41.360,150048.00,20,0.26
Complex Regex - Multiple Operators,(a|b).*c,2014783,NFA,18140,0.055,2774.073,2774.128,13856.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,2014783,NFA+DFA-cache,18140,0.099,1814.302,1814.400,13856.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,2014783,DFA,18140,0.144,168.669,168.813,46944.00,5,0.17
Complex Regex - Multiple Operators,(a|b).*c,2014783,min-DFA,18140,0.242,175.846,176.088,64848.00,3,0.12
Complex Regex,(a|b)*c(d|e)*,2014783,NFA,39843,0.069,1963.998,1964.067,20560.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,2014783,NFA+DFA-cache,39843,0.070,2117.969,2118.039,20560.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,2014783,DFA,39843,0.186,98.437,98.623,75336.00,6,0.19
Complex Regex,(a|b)*c(d|e)*,2014783,min-DFA,39843,0.248,98.424,98.673,88224.00,2,0.10
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),2014783,NFA,156,0.415,4209.239,4209.654,373728.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),2014783,NFA+DFA-cache,156,0.484,4861.343,4861.827,373728.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),2014783,DFA,156,1.053,121.152,122.205,774520.00,52,1.28
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),2014783,min-DFA,156,4.513,104.800,109.313,1792064.00,21,0.55
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,NFA,1963,0.271,825.739,826.010,152296.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,NFA+DFA-cache,1963,0.239,529.934,530.173,152296.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,DFA,1963,0.439,100.780,101.219,261120.00,32,0.57
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,min-DFA,1963,1.698,91.354,93.052,675096.00,25,0.47
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,NFA (with prefilter),1963,0.345,121.902,122.247,190392.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,NFA+DFA-cache (with prefilter),1963,0.283,116.583,116.866,190392.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,DFA (with prefilter),1963,0.528,76.051,76.578,299176.00,64,0.71
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),2014783,min-DFA (with prefilter),1963,1.875,47.090,48.966,713104.00,57,0.61
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,NFA,4600,0.097,11451.828,11451.925,47992.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,NFA+DFA-cache,4600,0.103,2686.209,2686.312,47992.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,DFA,4600,0.590,404.859,405.449,326688.00,15,0.66
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,min-DFA,4600,0.860,416.338,417.198,444056.00,14,0.62
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,NFA (with prefilter),4600,0.195,11584.812,11585.006,63992.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,NFA+DFA-cache (with prefilter),4600,0.175,2701.231,2701.406,63992.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,DFA (with prefilter),4600,0.598,418.042,418.640,342688.00,29,0.75
Prefilter - Common Suffixes, (.*)(tion|ment|ness),2014783,min-DFA (with prefilter),4600,0.895,427.723,428.618,460056.00,28,0.70
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,NFA,157,0.338,3519.563,3519.901,249032.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,NFA+DFA-cache,157,0.372,4011.960,4012.332,249032.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,DFA,157,0.667,101.616,102.284,439984.00,45,0.83
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,min-DFA,157,3.898,91.735,95.633,1305944.00,28,0.56
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,NFA (with prefilter),157,0.378,1013.258,1013.635,307008.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,NFA+DFA-cache (with prefilter),157,0.491,1125.813,1126.305,307008.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,DFA (with prefilter),157,0.893,71.956,72.849,497216.00,90,0.99
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),2014783,min-DFA (with prefilter),157,4.271,74.732,79.003,1363496.00,73,0.72
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,NFA,14067,0.250,4027.034,4027.283,162368.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,NFA+DFA-cache,14067,0.204,4112.352,4112.556,162368.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,DFA,14067,1.211,120.915,122.126,853888.00,34,1.38
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,min-DFA,14067,2.246,115.325,117.571,1174128.00,27,1.05
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,NFA (with prefilter),14067,0.307,3316.879,3317.186,191904.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,NFA+DFA-cache (with prefilter),14067,0.279,3376.674,3376.953,190000.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,DFA (with prefilter),14067,1.342,136.823,138.165,881520.00,51,1.47
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),2014783,min-DFA (with prefilter),14067,2.445,123.574,126.019,1201760.00,44,1.14
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,NFA,9,0.132,45377.150,45377.283,68000.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,NFA+DFA-cache,9,0.176,4835.642,4835.819,68000.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,DFA,9,0.503,2456.569,2457.072,285792.00,19,0.69
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,min-DFA,9,1.159,2317.520,2318.679,522240.00,16,0.59
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,NFA (with prefilter),9,0.226,70.715,70.940,86768.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,NFA+DFA-cache (with prefilter),9,0.203,71.155,71.358,86768.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,DFA (with prefilter),9,0.604,68.951,69.554,304560.00,33,0.78
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),2014783,min-DFA (with prefilter),9,1.249,69.181,70.430,541008.00,30,0.68
Prefilter - Code Keywords,(function|class|const|return|import),2014783,Aho-Corasick,361,0.058,81.052,81.110,20048.00,30,0.11
Prefilter - Code Keywords,(function|class|const|return|import),2014783,NFA,361,0.143,2601.178,2601.321,115768.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),2014783,NFA+DFA-cache,361,0.158,2616.445,2616.603,115768.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),2014783,DFA,361,0.437,102.657,103.095,210280.00,30,0.53
Prefilter - Code Keywords,(function|class|const|return|import),2014783,min-DFA,361,1.360,98.800,100.160,503536.00,24,0.44
Prefilter - Code Keywords,(function|class|const|return|import),2014783,NFA (with prefilter),361,0.300,122.645,122.945,145352.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),2014783,NFA+DFA-cache (with prefilter),361,0.261,106.124,106.385,145752.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),2014783,DFA (with prefilter),361,0.435,72.870,73.305,240352.00,60,0.64
Prefilter - Code Keywords,(function|class|const|return|import),2014783,min-DFA (with prefilter),361,1.472,72.534,74.005,533640.00,54,0.55
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,NFA,87,0.291,1630.249,1630.540,147032.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,NFA+DFA-cache,87,0.189,1787.050,1787.239,147032.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,DFA,87,0.488,106.956,107.444,263520.00,31,0.57
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,min-DFA,87,1.643,96.815,98.458,593304.00,23,0.45
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,NFA (with prefilter),87,0.333,1621.359,1621.691,186792.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,NFA+DFA-cache (with prefilter),87,0.321,1905.588,1905.909,186792.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,DFA (with prefilter),87,0.601,120.242,120.843,303304.00,62,0.70
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),2014783,min-DFA (with prefilter),87,1.684,117.851,119.535,633064.00,54,0.58
Edge Case - No Matches,xyz,2014783,KMP,0,0.000,10.315,10.315,880.00,,
Edge Case - No Matches,xyz,2014783,Boyer-Moore,0,0.000,18.373,18.373,6360.00,,
Edge Case - No Matches,xyz,2014783,NFA,0,0.040,685.221,685.260,8104.00,6,0.14
Edge Case - No Matches,xyz,2014783,NFA+DFA-cache,0,0.044,363.087,363.131,8104.00,6,0.14
Edge Case - No Matches,xyz,2014783,DFA,0,0.107,84.496,84.602,17592.00,4,0.10
Edge Case - No Matches,xyz,2014783,min-DFA,0,0.160,90.685,90.846,33600.00,4,0.10
Edge Case - Many Matches,a,2014783,KMP,108276,0.000,16.726,16.726,10559112.00,,
Edge Case - Many Matches,a,2014783,Boyer-Moore,108276,0.000,53.291,53.292,9054496.00,,
Edge Case - Many Matches,a,2014783,NFA,108276,0.023,695.718,695.741,3424.00,2,0.07
Edge Case - Many Matches,a,2014783,NFA+DFA-cache,108276,0.028,391.357,391.386,3424.00,2,0.07
Edge Case - Many Matches,a,2014783,DFA,108276,0.064,95.677,95.742,7168.00,2,0.07
Edge Case - Many Matches,a,2014783,min-DFA,108276,0.107,96.488,96.595,13256.00,2,0.07
Edge Case - Universal Wildcard,.*,2014783,NFA,35755,0.042,946.749,946.791,5136.00,4,0.12
Edge Case - Universal Wildcard,.*,2014783,NFA+DFA-cache,35755,0.041,843.907,843.948,5136.00,4,0.12
Edge Case - Universal Wildcard,.*,2014783,DFA,35755,0.115,85.226,85.341,14216.00,2,0.09
Edge Case - Universal Wildcard,.*,2014783,min-DFA,35755,0.115,86.655,86.770,19176.00,1,0.07
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),2014783,NFA,0,0.160,1971.822,1971.981,105536.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),2014783,NFA+DFA-cache,0,0.135,2149.184,2149.320,105536.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),2014783,NFA (with prefilter),0,0.231,1834.958,1835.188,129928.00,81,1.83
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),2014783,NFA+DFA-cache (with prefilter),0,0.268,2111.208,2111.476,129928.00,81,1.83
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,NFA,1211,0.135,2112.768,2112.903,58848.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,NFA+DFA-cache,1211,0.110,2380.286,2380.396,58848.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,DFA,1211,0.232,96.035,96.267,120912.00,19,0.34
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,min-DFA,1211,0.742,93.523,94.266,278408.00,16,0.30
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,NFA (with prefilter),1211,0.219,137.031,137.249,79640.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,NFA+DFA-cache (with prefilter),1211,0.171,158.334,158.505,79536.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,DFA (with prefilter),1211,0.303,74.541,74.844,141704.00,38,0.44
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),2014783,min-DFA (with prefilter),1211,0.806,77.224,78.029,299200.00,35,0.39
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,Aho-Corasick,46,0.054,91.814,91.868,15576.00,23,0.09
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,NFA,46,0.125,1740.032,1740.158,73368.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,NFA+DFA-cache,46,0.126,1867.855,1867.981,73368.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,DFA,46,0.240,108.760,109.000,144656.00,23,0.41
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,min-DFA,46,0.957,96.608,97.566,354736.00,21,0.38
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,NFA (with prefilter),46,0.228,92.900,93.129,104464.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,NFA+DFA-cache (with prefilter),46,0.187,87.181,87.368,95552.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,DFA (with prefilter),46,0.349,79.756,80.105,166840.00,46,0.50
Performance - Sparse Matches,(rare|uncommon|infrequent),2014783,min-DFA (with prefilter),46,0.993,77.826,78.819,376920.00,44,0.47
Performance - Dense Matches,(a|e|i|o|u),2014783,Aho-Corasick,548432,0.030,124.016,124.047,5144.00,6,0.08
Performance - Dense Matches,(a|e|i|o|u),2014783,NFA,548432,0.072,2865.840,2865.912,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),2014783,NFA+DFA-cache,548432,0.072,2792.472,2792.544,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),2014783,DFA,548432,0.184,141.937,142.121,45936.00,6,0.14
Performance - Dense Matches,(a|e|i|o|u),2014783,min-DFA,548432,0.244,142.235,142.478,58824.00,2,0.10
Performance - Alternation vs Star,(abc|abd|abe)*,2014783,NFA,1978954,0.084,2018.777,2018.861,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,2014783,NFA+DFA-cache,1978954,0.093,2295.624,2295.717,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,2014783,DFA,1978954,0.240,211.286,211.525,66592.00,6,0.15
Performance - Alternation vs Star,(abc|abd|abe)*,2014783,min-DFA,1978954,0.287,219.279,219.566,88880.00,3,0.10
Short Literal - Small Text,abc,512000,KMP,0,0.000,3.224,3.224,880.00,,
Short Literal - Small Text,abc,512000,Boyer-Moore,0,0.000,4.610,4.610,5136.00,,
Short Literal - Small Text,abc,512000,NFA,0,0.043,216.120,216.163,8104.00,6,0.14
Short Literal - Small Text,abc,512000,NFA+DFA-cache,0,0.040,166.262,166.302,8104.00,6,0.14
Short Literal - Small Text,abc,512000,DFA,0,0.090,22.626,22.717,17592.00,4,0.10
Short Literal - Small Text,abc,512000,min-DFA,0,0.141,23.604,23.744,33600.00,4,0.10
Short Literal - Large Text,the,512000,KMP,8909,0.000,3.770,3.771,899392.00,,
Short Literal - Large Text,the,512000,Boyer-Moore,8909,0.000,6.105,6.105,903424.00,,
Short Literal - Large Text,the,512000,NFA,8909,0.044,221.483,221.527,8104.00,6,0.14
Short Literal - Large Text,the,512000,NFA+DFA-cache,8909,0.042,189.121,189.164,8104.00,6,0.14
Short Literal - Large Text,the,512000,DFA,8909,0.101,23.646,23.747,17592.00,4,0.10
Short Literal - Large Text,the,512000,min-DFA,8909,0.181,24.524,24.706,33600.00,4,0.10
Long Literal - Small Text,abcdefghijklmnop,512000,KMP,0,0.000,3.051,3.052,984.00,,
Long Literal - Small Text,abcdefghijklmnop,512000,Boyer-Moore,0,0.000,1.518,1.519,7872.00,,
Long Literal - Small Text,abcdefghijklmnop,512000,NFA,0,0.110,218.025,218.135,47336.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,512000,NFA+DFA-cache,0,0.076,162.842,162.918,47336.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,512000,DFA,0,0.241,22.347,22.588,95456.00,17,0.30
Long Literal - Small Text,abcdefghijklmnop,512000,min-DFA,0,0.653,22.458,23.111,238504.00,17,0.30
Long Literal - Large Text,constitution,512000,KMP,0,0.000,2.874,2.875,952.00,,
Long Literal - Large Text,constitution,512000,Boyer-Moore,0,0.000,1.631,1.631,6176.00,,
Long Literal - Large Text,constitution,512000,NFA,0,0.059,202.446,202.505,32304.00,24,0.52
Long Literal - Large Text,constitution,512000,NFA+DFA-cache,0,0.093,159.270,159.363,32304.00,24,0.52
Long Literal - Large Text,constitution,512000,DFA,0,0.148,22.114,22.263,67952.00,13,0.23
Long Literal - Large Text,constitution,512000,min-DFA,0,0.476,21.961,22.438,181648.00,13,0.23
Simple Regex - Dot,a.c,512000,NFA,802,0.038,228.219,228.257,8096.00,6,0.15
Simple Regex - Dot,a.c,512000,NFA+DFA-cache,802,0.041,177.642,177.683,8096.00,6,0.15
Simple Regex - Dot,a.c,512000,DFA,802,0.091,22.979,23.070,17424.00,4,0.11
Simple Regex - Dot,a.c,512000,min-DFA,802,0.142,23.057,23.200,33368.00,4,0.11
Simple Regex - Star,ab*c,512000,NFA,1278,0.063,239.662,239.724,9872.00,8,0.19
Simple Regex - Star,ab*c,512000,NFA+DFA-cache,1278,0.045,175.127,175.172,9872.00,8,0.19
Simple Regex - Star,ab*c,512000,DFA,1278,0.097,23.082,23.179,24872.00,4,0.11
Simple Regex - Star,ab*c,512000,min-DFA,1278,0.151,22.037,22.188,39464.00,3,0.09
Complex Regex - Alternation,(cat|dog|bird),512000,Aho-Corasick,91,0.044,62.954,62.998,8032.00,11,0.08
